1741513668345954879,60,2000,2000,2000,2000,2000,2000,0,2000,2000,2000
1741513698823128524,14,1948,0,0,0,0,1948,-51,1943,1945,1957
1741513723614877116,69,1672,0,0,0,0,1672,-276,1622,1665,1729
1741513755387583201,75,1446,0,0,0,0,1446,-226,1378,1439,1525
1741513770935814008,75,1281,0,0,0,0,1281,-165,1194,1280,1378
1741513789912380886,72,1126,0,0,0,0,1126,-155,1037,1128,1220
1741513807470385024,75,1007,0,0,0,0,1007,-119,905,1015,1111
1741513830392915170,72,901,0,0,0,0,901,-106,801,900,1013
1741534346820801328,70,814,0,0,0,0,814,-87,719,813,921
1741534365373380976,77,743,0,0,0,0,743,-71,649,737,858
1741534386768094978,76,677,0,0,0,0,677,-66,591,674,778
1741534420269437168,74,637,0,0,0,0,637,-40,559,639,725
1741534536502815637,71,979,0,0,0,0,979,-115,654,1032,1388
1741534552364021232,73,880,0,0,0,0,880,-99,566,923,1303
1741534569883158322,73,809,0,0,0,0,809,-71,507,845,1235
1741534607462728491,70,974,0,0,0,0,974,-127,589,1045,1502
1741534852038523738,24,939,0,0,0,0,939,-35,561,1005,1467
1741534923112977394,67,846,0,0,0,0,846,-93,486,905,1380
1741534936885996566,26,820,0,0,0,0,820,-26,466,877,1349
1741534967611250259,64,919,0,0,0,0,919,-78,542,988,1449
1741534981813798218,74,846,0,0,0,0,846,-73,475,913,1398
1741535009921478847,64,973,0,0,0,0,973,-79,584,1007,1565
1741535027289954700,72,906,0,0,0,0,906,-67,529,932,1510
1741535048028533491,73,837,0,0,0,0,837,-69,479,860,1424
1741535086797971082,70,829,0,0,0,0,829,-50,584,748,1303
1741535125257713773,71,918,0,0,0,0,918,-75,702,871,1263
1741535150303169145,74,854,0,0,0,0,854,-64,656,797,1188
1741535188987022945,76,926,0,0,0,0,926,-137,738,923,1167
1741535208992724447,75,836,0,0,0,0,836,-90,693,842,1001
1741535252936512855,77,842,0,0,0,0,842,-175,737,917,882
1741535346856046073,75,803,0,0,0,0,803,-176,692,873,859
1741535390961261324,72,1127,0,0,0,0,1127,-112,683,1259,1663
1741535408034997331,72,1028,0,0,0,0,1028,-99,609,1159,1539
1741535425334060583,74,945,0,0,0,0,945,-83,550,1078,1425
1741535451277148494,75,876,0,0,0,0,876,-69,511,1006,1311
1741535475709256505,73,818,0,0,0,0,818,-58,478,935,1222
1741535528148541024,74,918,0,0,0,0,918,-66,577,1049,1277
1741535553619133304,74,854,0,0,0,0,854,-64,533,978,1193
1741535572841637944,69,807,0,0,0,0,807,-47,496,933,1137
1741537795913210582,3,861,0,0,0,0,861,-3,537,822,1445
1741538261431886001,73,809,0,0,0,0,809,-52,523,753,1342
1741538309123851297,73,826,0,0,0,0,826,-57,556,870,1163
1741569540929507559,63,848,0,0,0,0,848,-93,594,854,1204
1741569650540079798,78,986,0,0,0,0,986,-181,840,1023,1115
1741569669948662738,76,848,0,0,0,0,848,-138,788,895,866
1741569710153841073,71,1087,0,0,0,0,1087,-164,820,1108,1415
1741569730649907910,72,977,0,0,0,0,977,-110,764,992,1229
1741569754131903093,77,909,0,0,0,0,909,-68,737,912,1117
1741569774817946728,67,838,0,0,0,0,838,-71,705,852,981
1741569813446031726,73,813,0,0,0,0,813,-175,785,800,856
1742085744122757275,84,596,1485,0,0,0,875,-240,603,612,574
1742085897297168334,82,509,1482,0,0,0,808,-54,511,514,503
1742093067487339069,77,454,1741,0,0,0,805,-38,254,428,857
1742095443094813947,81,677,1658,0,0,0,922,-83,519,679,879
1742095472585543481,80,629,1569,0,0,0,864,-58,509,644,759
1742095498356541317,81,601,1506,0,0,0,827,-37,504,629,686
1742095611592684287,77,643,1611,0,0,0,885,-62,346,557,1382
1742095640243028677,78,599,1549,0,0,0,836,-49,336,526,1213
1742095693024001110,77,565,1758,0,0,0,863,-75,427,413,1022
1742095727450628708,78,534,1655,0,0,0,814,-49,436,399,873
1742095847855602198,74,335,1877,0,0,0,809,-46,308,364,246
